label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
4	953 m	0.9618	football	rat, rabbit	1.1417	-162	0.1159	577 N	0.7869	0.9577	volleyball	-40	576 m^3	0.3725
2	803 m	0.8946	ice hockey	pig	0.4633	492	0.6035	470 N	0.449	0.63	track & field	1310	638 m^3	0.7432
4	1434 m	0.635	football	rat, ferret	0.7174	439	0.3963	619 N	0.4405	1.1646	volleyball	390	1564 m^3	0.0183
2	1294 m	0.4851	ice hockey	pig	0.8328	243	0.5797	628 N	-0.0172	1.5003	volleyball	1084	952 m^3	0.3658
4	1505 m	0.7315	football	chicken	0.6534	829	0.5834	1193 N	1.0086	0.8668	N/A	427	658 m^3	0.6006
4	940 m	0.7122	badminton	ferret, chicken	0.9357	-146	0.5277	658 N	0.7919	0.9972	baseball	-273	215 m^3	0.5408
4	516 m	1.0146	basketball	ferret, chicken, fish	1.0126	-728	0.5734	1213 N	0.7828	0.5966	volleyball	-221	421 m^3	0.4852
0	451 m	-0.026	golf	reptile	1.1052	935	1.1451	703 N	0.3264	0.3854	football	1134	954 m^3	0.6714
4	1152 m	0.8252	football	rat, ferret, rabbit, chicken	0.7728	117	0.1899	947 N	1.496	0.5457	baseball	283	333 m^3	0.5496
4	1070 m	0.5074	badminton	rat, rabbit	0.5752	506	0.3803	776 N	0.4988	0.5182	baseball	43	608 m^3	0.3856
3	1032 m	1.0856	basketball	hamster	0.3949	344	0.3037	N/A	0.8051	1.1505	boxing	1442	-316 m^3	0.6327
1	812 m	-0.0776	basketball	cat	0.5787	1060	0.7969	385 N	0.4212	0.8616	golf	1181	1062 m^3	1.2807
1	546 m	0.0633	soccer	dog	1.4928	853	0.8486	-123 N	-0.3388	1.079	badminton	1267	303 m^3	1.3917
3	956 m	0.3467	motor sports	cat	0.3499	139	-0.0348	695 N	0.8456	1.0346	boxing	1269	-113 m^3	0.8191
2	344 m	0.7409	ice hockey	pig	1.3354	197	0.4401	749 N	0.0201	0.6788	ice hockey	856	1395 m^3	0.7628
0	600 m	0.7558	golf	reptile	1.3341	265	0.7667	623 N	0.6006	-0.2179	tennis	562	1128 m^3	-0.0795
0	300 m	0.1861	running	guinea pig, bird	1.375	597	1.0682	582 N	0.6176	-0.0114	tennis	624	1314 m^3	0.5547
4	1215 m	0.7375	football	rat	0.4486	-18	0.7485	1343 N	0.3949	0.6237	baseball	238	634 m^3	-0.2087
1	377 m	0.4647	baseball	cat	0.8045	979	1.434	571 N	0.1493	1.0486	basketball	508	2230 m^3	0.7136
3	1124 m	0.5258	ice hockey	hamster	0.2088	407	0.2371	564 N	0.7498	0.2274	soccer	277	395 m^3	0.9986
0	800 m	0.7155	boxing	guinea pig	1.4643	564	1.2209	565 N	0.5666	0.3917	tennis	749	1007 m^3	0.7258
4	1063 m	1.4353	badminton	rat, rabbit, fish	1.3738	-111	0.5901	1124 N	0.5933	0.412	NULL	395	253 m^3	0.5259
2	505 m	1.1008	ice hockey	pig	0.6428	839	0.4486	1390 N	0.4149	0.8843	ice hockey	888	1080 m^3	0.7731
0	1156 m	0.1319	ice hockey	guinea pig, reptile	0.8524	613	0.8543	834 N	0.4204	0.4428	motor sports	967	121 m^3	0.5158
4	1371 m	0.5857	badminton	chicken, rat	1.3207	644	0.8404	481 N	1.0183	0.3157	volleyball	289	428 m^3	0.3834
1	1045 m	0.3325	n/a	dog	1.3314	864	1.2342	359 N	0.0295	1.5539	basketball	809	945 m^3	0.3466
1	1231 m	0.2367	baseball	cat	1.0276	1197	0.76	286 N	-0.1754	0.7956	golf	816	454 m^3	1.2112
0	786 m	0.4991	running	dog	0.7703	740	0.977	630 N	0.4303	0.2309	MOTOR SPORTS	993	818 m^3	0.3943
1	231 m	0.4122	soccer	pig	0.7738	1402	0.714	489 N	-0.0376	0.8196	running	491	806 m^3	1.0431
1	770 m	-0.1717	soccer	dog	0.2983	1397	1.2386	524 N	0.282	0.9567	basketball	657	497 m^3	0.6134
1	915 m	-0.1191	baseball	dog	None	230	0.7793	-70 N	0.2105	0.9455	basketball	914	755 m^3	0.5481
4	1027 m	1.5834	football	rat, chicken, ferret	0.9826	323	0.9553	515 N	0.2133	1.0196	baseball	297	621 m^3	0.7329
1	1123 m	-0.0803	motor sports	cat	1.2335	996	0.9325	1067 N	0.3509	1.5936	golf	981	1004 m^3	0.67
4	1426 m	0.6425	basketball	rabbit, rat, fish, chicken	1.0002	720	0.3504	1191 N	0.8523	0.8319	baseball	-246	502 m^3	0.0396
0	1041 m	-0.132	volleyball	guinea pig, reptile	0.6611	705	0.7655	1000 N	0.7656	0.4358	tennis	46	996 m^3	0.6882
3	1327 m	0.6921	motor sports	hamster	0.2687	198	0.2371	248 N	1.1675	0.6153	boxing	1368	273 m^3	0.288
4	1474 m	0.4787	Badminton	fish, ferret, chicken, rat	1.2267	-35	0.7849	825 N	0.7329	0.9214	baseball	-112	538 m^3	-0.1643
3	979 m	0.431	basketball	hamster	0.3466	700	0.3161	-161 N	0.6526	1.285	SOCCER	701	-83 m^3	0.5769
4	1580 m	0.4969	football	rabbit, fish, rat, chicken	0.8664	-226	0.5491	1458 N	0.9927	0.5973	volleyball	260	693 m^3	0.3892
1	694 m	0.2794	tennis	DOG	1.1109	1389	1.0435	637 N	-0.684	1.1053	basketball	883	531 m^3	1.0845
1	1363 m	0.2926	basketball	dog	1.0545	906	0.969	200 N	0.068	0.8942	basketball	1382	1040 m^3	1.424
3	1084 m	0.4407	motor sports	hamster	0.711	1369	0.3809	432 N	0.9724	1.1523	boxing	702	406 m^3	0.2944
2	630 m	0.5322	ice hockey	hamster	0.5692	1071	1.0941	1239 N	0.0401	1.3254	ice hockey	661	1699 m^3	0.6295
4	1056 m	0.7293	badminton	chicken, fish	0.4623	-271	0.1681	1100 N	0.9118	0.6051	volleyball	-112	416 m^3	-0.2082
3	778 m	-0.0414	basketball	hamster	0.0899	606	0.1257	392 N	1.1002	0.6943	soccer	767	296 m^3	0.4714
0	1383 m	0.5387	boxing	bird	0.7841	761	1.3043	566 N	0.3498	0.3626	motor sports	168	1209 m^3	0.4635
0	941 m	0.6493	running	reptile, bird	0.5497	788	0.9863	1139 N	0.628	0.3963	track & field	57	716 m^3	-0.2984
0	828 m	-0.4465	badminton	bird, reptile	1.4878	1095	1.1569	916 N	0.7009	0.187	motor sports	365	1017 m^3	0.8962
1	1707 m	-0.3322	track & field	dog	0.4858	1600	0.7339	537 N	0.0096	0.5746	badminton	645	276 m^3	0.5689
3	978 m	0.0025	basketball	hamster	0.9598	472	0.1107	478 N	0.7671	1.332	boxing	1063	159 m^3	0.5715
0	449 m	0.1386	running	guinea pig, bird	1.2752	561	1.251	1384 N	0.0458	0.7548	football	922	1292 m^3	0.4975
2	921 m	0.7645	ice hockey	hamster	0.7665	888	0.718	585 N	0.2512	0.9273	track & field	611	1157 m^3	0.8655
4	1399 m	0.6325	football	chicken, fish, ferret, rabbit	1.4675	565	0.8092	737 N	0.2895	0.5854	baseball	515	930 m^3	-0.2669
4	977 m	1.1515	football	fish	1.3795	575	0.5921	603 N	1.064	1.2633	volleyball	711	602 m^3	-0.091
4	1036 m	0.5609	badminton	rabbit, rat	0.9973	-159	0.023	915 N	0.8629	1.5118	volleyball	-166	533 m^3	0.7394
3	607 m	1.5221	basketball	hamster	0.5948	601	0.167	145 N	1.2398	1.716	soccer	827	619 m^3	0.4255
2	408 m	0.8022	ice hockey	pig	0.616	1336	0.496	650 N	-0.1208	0.6752	track & field	817	391 m^3	0.4571
0	936 m	0.0956	golf	guinea pig, bird	1.3604	651	1.0534	474 N	0.3712	-0.1317	motor sports	1125	965 m^3	0.4144
4	1265 m	1.3639	football	chicken	0.9342	834	0.4589	776 N	0.573	1.0967	boxing	159	653 m^3	0.4601
2	872 m	1.2607	ice hockey	pig	1.1502	599	0.434	1255 N	0.0477	1.0442	ice hockey	665	1452 m^3	1.3777
2	914 m	0.1028	ice hockey	pig	1.3545	272	0.5916	1459 N	0.0409	0.7319	ice hockey	484	1114 m^3	1.0648
2	698 m	0.2047	TENNIS	pig	1.5911	969	0.1201	829 N	0.5149	1.0937	ice hockey	794	1121 m^3	0.7074
4	968 m	0.7822	badminton	rat, rabbit, chicken	1.0291	-108	0.3647	1055 N	0.866	0.8071	baseball	479	625 m^3	0.5498
0	1571 m	0.2661	boxing	ferret	0.6259	1346	1.2066	806 N	0.4969	0.3972	tennis	1494	891 m^3	0.1636
0	533 m	-0.0585	volleyball	bird	0.8343	546	0.7181	1366 N	0.2304	0.1334	motor sports	621	987 m^3	0.7343
2	631 m	1.092	ice hockey	pig	0.4343	726	0.9077	584 N	0.2121	1.0803	track & field	947	404 m^3	0.7387
4	919 m	0.898	football	rabbit, rat, ferret	1.3832	-112	0.1744	414 N	0.2435	0.6869	Boxing	504	395 m^3	0.0763
3	1321 m	0.2396	basketball	hamster	0.2112	1264	0.6341	N/A	0.6431	1.1054	soccer	1011	1 m^3	0.6407
4	856 m	1.1933	badminton	rabbit, fish, chicken, rat	0.9334	250	0.6211	992 N	0.7735	0.5981	baseball	601	1065 m^3	0.085
4	603 m	0.958	badminton	ferret, chicken	0.9709	707	-0.2248	747 N	0.1978	0.7034	volleyball	437	256 m^3	0.1958
0	619 m	0.4793	volleyball	bird	0.7975	1014	1.3021	1156 N	0.491	0.435	football	91	874 m^3	0.5798
4	497 m	1.1302	basketball	rat	0.6339	867	0.0527	271 N	1.0098	1.048	baseball	-236	659 m^3	0.2482
2	499 m	1.3527	ice hockey	pig	1.005	1356	0.9483	616 N	0.3738	0.5309	track & field	874	1172 m^3	1.0637
2	772 m	0.6435	ice hockey	pig	1.0044	643	1.3688	835 N	0.2369	1.2503	track & field	346	585 m^3	0.723
3	888 m	0.9718	golf	hamster	0.6167	499	0.2194	110 N	0.157	0.9799	boxing	-19	432 m^3	1.2765
0	1098 m	0.4448	volleyball	reptile	0.9694	680	1.1967	907 N	0.6377	0.6384	football	856		-0.0957
0	767 m	-0.3112	ice hockey	guinea pig, reptile	1.6097	225	0.8983	1210 N	0.8528	0.5516	football	1181	1411 m^3	0.5132
2	140 m	0.831	ice hockey	pig	1.2044	814	0.6722	985 N	0.2203	1.1899	track & field	704	621 m^3	0.9589
3	866 m	0.2724	motor sports	hamster	0.1234	283	0.6162	258 N	1.0776	1.1709	soccer	408	465 m^3	0.6521
2	669 m	0.4476	ice hockey	pig	1.198	1177	0.9593	876 N	0.2849	1.4813	ice hockey	712	1112 m^3	0.5076
3	921 m	0.7147	motor sports	hamster	0.3992	478	0.2741	180 N	1.2776	0.685	boxing	774	119 m^3	0.2737
4	1093 m	1.2274	badminton	reptile, guinea pig	0.4668	317	0.3671	1163 N	0.781	1.1001	volleyball	602	835 m^3	0.1886
1	336 m	-0.0039	soccer	dog	1.0463	827	1.4042	-25 N	0.4574	0.6641	badminton	950	1390 m^3	0.6783
1	1063 m	0.3518	track & field	cat	0.1728	1169	0.9842	715 N	-0.2004	0.5961	basketball	1083	929 m^3	1.2118
2	544 m	1.2598	ice hockey	pig	1.102	1069	1.208	622 N	0.4968	1.8232	ice hockey	1311	924 m^3	1.0352
3	907 m	0.6432	motor sports	None	0.832	-81	0.2638	-30 N	0.9888	1.1271	boxing	806	411 m^3	0.9598
0	748 m	0.118	running	reptile, bird	0.9613	1124	1.0664	1119 N	0.2676	0.7215	volleyball	88	475 m^3	0.4447
1	875 m	0.5967	basketball	dog	0.591	1291	1.122	-2 N	-0.0642	1.5843	badminton	1100	1123 m^3	1.1242
3	912 m	0.1759	motor sports	hamster	N/A	-18	0.3271	660 N	0.5399	0.7001	boxing	796	471 m^3	0.8586
2	174 m	0.4333	ice hockey	pig	0.8741	535	0.9572	577 N	-0.3988	0.9175	ice hockey	130	1362 m^3	1.081
2	672 m	1.5269	ice hockey	pig	0.9324	442	0.2529	804 N	0.0805	0.8715	track & field	894	552 m^3	0.9376
4	950 m	0.4113	soccer	fish	0.6435	145	0.5877	1015 N	0.8378	1.1967	volleyball	246	327 m^3	0.0629
0	537 m	0.4595	VOLLEYBALL	reptile	0.8633	804	0.7183	?	0.4457	0.558	ice hockey	628	1582 m^3	0.4694
1	819 m	0.3437	baseball	CAT	0.9626	1241	0.4855	305 N	0.0977	0.9436	motor sports	527	891 m^3	0.9021
4	595 m	1.0316	badminton	chicken, fish, rat	1.246	164	0.1861	974 N	1.1586	0.7818	baseball	-94	1255 m^3	0.1236
2	211 m	0.919	ice hockey	pig	0.9028	543	1.0234	972 N	-0.1013	1.0058	ice hockey	719	1309 m^3	0.7268
1	557 m	-0.1253	baseball	cat	1.4154	1228	0.8514	745 N	0.5342	?	baseball	830	393 m^3	1.5719
0	430 m	0.2927	volleyball	bird	0.8404	744	0.877	1113 N	0.7053	1.0914	baseball	672	863 m^3	0.2194
4	1839 m	0.881	BADMINTON	ferret, rabbit	1.1709	-84	0.8288	949 N	0.6293	1.2876		665	201 m^3	0.2607
3	911 m	0.6815	motor sports	hamster	0.7475	1099	-0.0286	346 N	0.8175	1.4999	soccer	1451	0 m^3	-0.0034
0	686 m	0.4042	boxing	guinea pig	0.8183	655	0.637	866 N	-0.1733	-0.2976	football	617	1067 m^3	0.7631
3	925 m	0.4107	basketball	hamster	0.1613	312	0.6219	-28 N	1.3688	1.1601	soccer	745	197 m^3	0.6042
1	1216 m	-0.0898	track & field	cat	1.2855	730	1.2062	224 N	0.2885	0.8122	basketball	828	810 m^3	0.8985
4	1009 m	0.5759	football	fish, chicken, rat	1.0156	-72	0.2977	1725 N	0.5695	1.3155	boxing	584	596 m^3	0.9731
2	800 m	0.115	basketball	pig	1.0657	818	1.0391	740 N	-0.1016	0.693	track & field	932	1254 m^3	0.8424
0	1219 m	-0.0701	volleyball	bird	1.3747	1280	0.8406	141 N	0.7004	0.3591	football	1361	980 m^3	0.358
0	1005 m	0.1508	boxing	guinea pig	1.0352	1117	0.6248	796 N	0.259	0.5774	football	173	1091 m^3	0.725
3	820 m	0.8052	motor sports	hamster	0.8385	554	0.4495	40 N	0.8916	0.9873	FOOTBALL	753	494 m^3	0.6612
4	1363 m	0.8075	football	fish, ferret, rabbit	1.1845	97	0.5369	1331 N	0.5779	1.2233	volleyball	498	1015 m^3	0.4051
1	611 m	0.323	baseball	dog	0.3499	1049	1.8622	627 N	-0.0021	0.8655	badminton	341	821 m^3	0.3542
3	475 m	0.8147	football	hamster	0.3681	721	0.0995	-347 N	1.105	0.6741	soccer	523	71 m^3	0.7237
2	579 m	1.153	soccer	pig	0.5866	336	0.355	956 N	-0.2402	0.7744	ice hockey	1008	718 m^3	0.9709
0	1521 m	-0.3559	golf	bird	1.2992	1097	1.083	492 N	0.4136	0.2405	motor sports	881	1029 m^3	0.8709
2	416 m	0.6877	ice hockey	N/A	0.8304	323	0.816	682 N	0.2479	1.1602	track & field	881	1940 m^3	0.7569
1	1151 m	0.4524	baseball	cat	0.7583	930	0.7341	684 N	-0.2793	0.5976	football	1154	514 m^3	1.1818
0	996 m	0.3716	golf	bird	0.174	745	1.5086	1372 N	0.5168	0.8404	motor sports	999	808 m^3	0.4798
1	877 m	0.3198	golf	bird	1.2105	887	0.9193	473 N	0.4478	0.9811	running	278	1144 m^3	0.5198
2	68 m	0.437	ice hockey	pig	1.0349	1765	1.0361	879 N	0.3848	1.1284	ice hockey	899	846 m^3	0.6934
4	737 m	0.2021	football	fish, rat, chicken	1.2558	269	0.4391	893 N	1.0697	1.3535	baseball	259	745 m^3	-0.1338
3	777 m	0.7347	ice hockey	hamster	-0.0573	584	0.121	484 N	0.8502	1.3424	SOCCER	526	589 m^3	0.6263
2	397 m	0.0465	ice hockey	pig	0.7184	601	0.6413	930 N	0.0265	0.7269	track & field	1265	985 m^3	None
3	985 m	1.0921	badminton	hamster	0.5017	392	0.1184	289 N	0.3828	1.3067	boxing	857	602 m^3	0.8317
2	758 m	0.9487	badminton	pig	0.6809	564	0.9555	983 N	0.3113	0.252	ice hockey	415	922 m^3	1.0232
3	1155 m	1.0286	basketball	hamster	0.294	971	0.0605	595 N	0.7924	0.6996	boxing	779	-171 m^3	0.4128
3	567 m	0.0987	motor sports	hamster	0.6129	774	-0.0917	386 N	0.8426	0.6941	soccer	839	489 m^3	0.3308
3	609 m	0.4446	MOTOR SPORTS	hamster	0.4336	754	0.0157	-630 N	0.3492	0.9655	golf	522	-60 m^3	0.7722
2	513 m	0.7657	ice hockey	pig	0.4942	1061	0.8064	727 N	0.5952	0.9669	ice hockey	734	622 m^3	0.833
0	977 m	0.1006	running	guinea pig	0.3049	1110	0.7029	682 N	0.6751	0.2223	football	516	600 m^3	0.6705
3	514 m	0.3328	motor sports	hamster	0.112	859	0.2123	581 N	0.9008	0.7881	boxing	1254	181 m^3	0.3082
1	999 m	0.2988	soccer	cat	1.298	1084	0.9798	661 N	-0.2127	0.9897	basketball	771	1156 m^3	0.7245
0	687 m	-0.2309	golf	guinea pig	1.1752	832	0.7967	921 N	0.1143	0.4803	tennis	859	808 m^3	0.4288
4	963 m	1.2152	badminton	rat, chicken, ferret, rabbit	0.7669	227	0.3044	655 N	1.0312	0.7952	boxing	469	992 m^3	0.0856
0	1186 m	0.1938	golf	bird, guinea pig	0.7914	548	1.5922	1016 N	0.5646	0.0058	tennis	574	1617 m^3	0.3613
1	1381 m	0.2519	soccer	dog	1.1983	1020	1.2197	755 N	-0.4041	0.9264	boxing	721	470 m^3	0.7919
1	547 m	0.2936	tennis	dog	1.1993	1008	0.9592	571 N	0.1835	1.327	basketball	1152	1049 m^3	1.0304
0	1110 m	0.511	running	bird	1.2216	329	0.5738	837 N	0.4475	0.2692	track & field	751	948 m^3	0.3769
2	505 m	0.8248	ice hockey	pig	0.5483	569	1.1292	692 N	0.3692	1.6036	track & field	1561	558 m^3	-0.0951
0	1220 m	0.2091	Badminton	reptile	0.4591	-55	1.0951	843 N	0.2395	0.5552	ice hockey	964	997 m^3	0.663
3	573 m	0.7428	ice hockey	hamster	0.5897	-120	0.3009	172 N	1.12	0.789	soccer	289	515 m^3	1.2657
0	1042 m	0.7938	boxing	guinea pig	0.6216	82	0.712	623 N	0.2594	0.5598	motor sports	-84	874 m^3	0.8919
0	1319 m	0.1228	basketball	bird, reptile	0.66	128	1.3725	1016 N	0.5683	0.6046	volleyball	323	1644 m^3	0.8934
1	1574 m	0.6533	soccer	dog	0.97	1246	1.0557	73 N	0.3654	1.3984	golf	1130	670 m^3	0.3451
4	571 m	1.1262	badminton	rabbit	1.2987	1096	0.2295	853 N	0.9922	0.9693	volleyball	281	741 m^3	0.3901
1	1126 m	0.9209	soccer	cat	n/a	1248	1.0845	847 N	0.0511	0.8513	basketball	416	507 m^3	1.0816
2	707 m	0.9065	ice hockey	pig	0.8293	375	1.1016	794 N	0.0793	1.2091	track & field	1232	732 m^3	0.8257
0	1384 m	0.1169	golf	bird	0.8926	763	1.548	1509 N	0.776	0.2716	motor sports	894	645 m^3	-0.123
3	721 m	0.7185	basketball	hamster	0.8018	203	0.5855	180 N	0.5773	0.182	track & field	793	165 m^3	0.6723
4	623 m	0.5204	Badminton	rabbit	0.6614	690	0.7782	1344 N	1.0398	0.9139	volleyball	837	838 m^3	-0.1198
2	117 m	1.1279	ice hockey	pig	0.9168	496	1.1203	1055 N	0.3859	1.0267	tennis	699	778 m^3	1.0869
4	943 m	1.2871	badminton	Ferret, Rabbit, Fish, Rat	0.7056	-550	0.4331	894 N	0.4709	0.788	baseball	-275	545 m^3	-0.4931
0	1311 m	0.4589	volleyball	bird, guinea pig	1.0871	817	0.8563	1263 N	0.2969	0.2849	tennis	480	1062 m^3	0.4093
3	831 m	0.6142	basketball	hamster	0.5972	192	0.2063	-74 N	0.8501	0.9279	soccer	260	766 m^3	0.1907
4	669 m	0.776	football	rat, fish, ferret, chicken	1.108	694	0.5719	925 N	0.2582	0.7082	baseball	279	1074 m^3	0.3182
4	706 m	1.1934	badminton	chicken, ferret, rat	1.2525	219	0.6072	1455 N	0.6087	1.0919	baseball	245	932 m^3	-0.1405
1	1292 m	0.7869	soccer	dog	0.7157	419	0.8159	255 N	-0.0171	1.2073	golf	1197	1142 m^3	1.3722
2	-57 m	0.757	ice hockey	pig	0.4489	1058	0.8683	1214 N	-0.2289	0.4887	ice hockey	415	458 m^3	0.5616
3	974 m	1.1633	motor sports	hamster	-0.0856	645	0.6199	481 N	0.8633	0.7767	baseball	381	118 m^3	0.4049
0	1737 m	0.319	golf	n/a	1.1487	515	1.0979	1451 N	0.2938	0.4848	motor sports	1093	1484 m^3	0.5462
3	686 m	0.3814	basketball	hamster	0.2416	942	0.062	528 N	1.1452	0.4551	boxing	1391	691 m^3	0.7855
4	930 m	0.6467	football	pig	1.1462	-50	0.8661	652 N	0.6322	0.6423	tennis	774	1223 m^3	-0.5481
3	1156 m	0.9442	basketball	hamster	0.741	646	0.5325	-19 N	0.6572	1.4601	soccer	255	219 m^3	0.8517
4	1045 m	1.1629	badminton	ferret	1.3051	301	0.3379	1019 N	1.0199	0.8421	baseball	320	1026 m^3	-0.227
3	1179 m	0.1243	basketball	hamster	0.1347	522	0.2068	-330 N	1.0941	1.1864	soccer	982	100 m^3	0.2634
0	919 m	0.0237	running	guinea pig, bird	1.0829	293	0.6905	658 N	0.2874	0.8301	football	702	1623 m^3	0.4743
4	1262 m	0.3509	badminton	rabbit, fish	0.8383	-27	0.5757	551 N	0.5158	1.5308	ice hockey	597	190 m^3	0.588
0	605 m	-0.1118	volleyball	reptile	1.2044	948	0.7981	187 N	-0.4249	0.5912	motor sports	1378	1020 m^3	0.6515
2	-124 m	0.7363	badminton	pig	1.1102	236	0.4275	1260 N	0.0501	0.3338	boxing	1178	1143 m^3	0.3915
3	878 m	0.6383	basketball	hamster	0.6003	741	0.1709	-182 N	0.5432	0.8698	soccer	388	168 m^3	0.2004
3	969 m	1.0622	motor sports	hamster	0.0498	639	0.0699	42 N	1.211	0.9275	soccer	244	659 m^3	0.0316
1	806 m	0.1825	baseball	dog	0.5386	1228	0.6018	413 N	-0.0193	1.0275	basketball	1371	56 m^3	1.2599
4	605 m	0.7656	FOOTBALL	rat, rabbit, ferret	1.1097	53	0.9479	937 N	0.56	0.5412	baseball	-150	716 m^3	0.3795
2	669 m	1.0605	ice hockey	pig	1.1748	761	0.4016	404 N	0.0426	0.9964	golf	1455	619 m^3	0.8596
3	437 m	0.872	motor sports	hamster	0.6237	607	0.3477	175 N	0.8791	0.9435	boxing	815	279 m^3	0.2546
4	777 m	1.0821	football	FISH, RAT	1.575	-456	0.5834	919 N	0.6914	1.0485	volleyball	-47	266 m^3	-0.7227
1	631 m	0.158	track & field	dog	0.9755	1095	1.2186	876 N	0.1372	1.1569	football	1428	841 m^3	0.0904
2	-19 m	0.5083	ice hockey	pig	0.7424	588	0.6157	184 N	0.1285	0.9516	track & field	219	1979 m^3	0.4657
4	1328 m	0.9655	badminton	rat	0.88	45	0.6103	683 N	0.5811	0.8768	baseball	886	68 m^3	0.4581
0	441 m	-0.246	golf	reptile	0.7352	-289	0.9436	1205 N	0.669	0.6128	tennis	460	761 m^3	0.9183
1	1011 m	0.1026	tennis	cat	0.4653	747	0.9181	837 N	0.263	1.3733	badminton	1110	1471 m^3	0.7537
0	798 m	0.4572	running	reptile, bird	0.8249	249	0.6852	512 N	0.6415	0.6868	tennis	797	1201 m^3	0.8402
0	771 m	0.796	golf	hamster	0.4816	751	0.595	1007 N	0.8943	0.8683	tennis	1217	1128 m^3	0.2785
4	1042 m	0.9265	football	chicken, ferret, fish	0.8977	-63	0.635	1387 N	0.4181	0.9742	volleyball	-271	1109 m^3	0.8598
4	1228 m	0.2562	badminton	RAT, FERRET	0.8498	707	0.4207	969 N	0.6429	0.9314	volleyball	470	1099 m^3	0.4614
3	631 m	-0.2669	motor sports	hamster	0.3359	252	0.1329	629 N	0.4788	0.5961	ice hockey	74	670 m^3	0.2191
0	1044 m	-0.1986	volleyball	bird	1.0283	367	0.7765	410 N	0.3303	0.3386	football	441	1567 m^3	1.1221
3	440 m	0.1782	motor sports	hamster	-0.2185	982	0.3468	789 N	0.5302	0.4662	soccer	977	380 m^3	0.4051
1	495 m	0.2187	baseball	cat	0.8412	1269	0.8254	-301 N	0.1541	0.9533	badminton	1096	568 m^3	0.6226
1	882 m	-0.4202	ice hockey	dog	0.6922	1663	0.8934	691 N	0.1152	0.9949	basketball	802	554 m^3	1.0614
4	1120 m	0.5316	badminton	rat, chicken	0.9749	-60	0.3415	1076 N	0.7031	1.0456	baseball	-489	1084 m^3	0.6171
0	748 m	0.0656	volleyball	reptile	0.7659	357	0.673	1092 N	0.2039	-0.1604	boxing	288	953 m^3	0.7284
2	358 m	0.957	ice hockey	pig	0.8641	1013	0.6036	627 N	0.5932	1.2394	track & field	992	1094 m^3	1.2268
3	1152 m	1.1759	boxing	hamster	-0.1112	309	0.5249	678 N	1.0082	0.2401	soccer	1735	73 m^3	0.9616
2	797 m	0.4421	ice hockey	pig	1.1776	572	0.945	311 N	0.1082	0.6006	ice hockey	1078	1593 m^3	0.4321
1	772 m	0.1285	running	dog	0.9619	1085	1.4	534 N	0.2078	0.7731	BADMINTON	1189	580 m^3	1.1757
4	921 m	1.0285	badminton	rat	1.0488	428	0.9166	918 N	0.2077	0.5185	boxing	-109	718 m^3	0.4653
2	150 m	0.9261	ice hockey	pig	0.4516	1121	0.6745	767 N	-0.0529	0.784	track & field	1017	1027 m^3	?
0	1019 m	0.5465	volleyball	bird	0.4028	699	1.0892	770 N	0.2946	0.359	soccer	-106	867 m^3	0.6669
0	1002 m	-0.0539	boxing	guinea pig	0.8085	1379	0.9914	730 N	-0.0386	-0.1332	motor sports	818	1358 m^3	0.3122
2	106 m	0.6241	ice hockey	pig	1.0829	487	0.6723	NULL	0.078	0.802	ice hockey	397	841 m^3	0.3155
2	913 m	1.5312	basketball	rabbit, ferret	0.9125	-25	0.3643	1308 N	0.3327	0.3857	track & field	1425	1490 m^3	1.4127
4	849 m	0.8818	football	rabbit, chicken, fish	1.2226	45	0.8955	868 N	1.1009	0.8449	baseball	-36	-116 m^3	-0.0563
3	1173 m	0.9001	motor sports	hamster	0.7651	279	0.1023	-28 N	0.2905	0.8988	soccer	1218	365 m^3	0.5849
2	238 m	0.4729	badminton	pig	1.2749	244	1.0507	1289 N	-0.6436	0.737	baseball	1635	1166 m^3	1.2541
2	267 m	0.572	ice hockey	pig	0.7872	284	1.063	237 N	-0.3044	1.8435	?	569	1021 m^3	1.174
0	964 m	0.6232	volleyball	reptile	0.7876	286	1.0154	872 N	0.4847	0.6211	tennis	1333	688 m^3	0.6016
2	610 m	0.7601	ice hockey	pig	0.2808	291	1.1279	904 N	0.1355	0.5461	track & field	306	1356 m^3	0.0586
1	1232 m	0.1344	soccer	cat	1.1028	1078	1.1997	249 N	-0.2973	1.3681	soccer	463	1182 m^3	1.6104
4	1203 m	0.7043	Football	chicken	1.3835	572	0.7283	1511 N	0.6987	0.7707	baseball	252	246 m^3	-0.1358
2	68 m	0.7533	ice hockey	pig	0.747	554	0.9344	426 N	0.5007	0.6339	ice hockey	607	760 m^3	0.7786
4	523 m	0.9127	badminton	rat, chicken	0.9785	110	0.276	1426 N	0.4582	1.0557	volleyball	-7	997 m^3	0.6066
4	964 m	0.7255	ice hockey	fish, rabbit, chicken	1.1274	526	0.4991	805 N	1.0216	0.836	baseball	614	830 m^3	1.3571
4	1382 m	0.0402	football	fish, chicken, rabbit, rat	0.9847	476	0.4283	881 N	0.6888	1.2576	volleyball	316	417 m^3	-0.0401
4	757 m	0.4736	Badminton	chicken	1.1914	443	0.7982	687 N	0.6888	0.4165	baseball	766	360 m^3	-0.7032
3	1096 m	0.9464	basketball	hamster	0.1821	204	0.1249	418 N	0.9397	0.4462	boxing	675	-70 m^3	1.1558
